1,2,10.546
1,14,10.497
1,35,12.111
1,42,14.629
1,65,12.806
1,77,12.97
1,88,2.2965
1,101,0.95876
1,107,10.832
1,129,13.81
1,132,12.552
1,138,12.396
1,157,13.842
1,162,11.863
1,163,10.798
1,185,12.423
1,186,3.0494
1,198,13.538
2,1,10.546
2,9,10.824
2,42,10.347
2,88,10.928
2,101,11.136
2,107,13.12
2,129,14.372
2,130,9.0593
2,132,2.0395
2,143,14.602
2,157,4.7425
2,163,5.921
2,186,12.246
2,198,12.143
3,17,6.4732
3,30,13.527
3,47,8.2553
3,55,8.064
3,75,10.638
3,108,11.918
3,123,6.9604
3,128,13.099
3,141,1.4041
3,145,12.853
3,164,14.863
3,176,12.557
4,7,14.44
4,24,12.527
4,27,9.8173
4,39,4.7458
4,43,7.9094
4,54,14.605
4,59,9.5814
4,65,14.048
4,77,14.012
4,92,14.491
4,119,8.7145
4,125,12.702
4,134,13.901
4,135,11.447
4,146,10.606
4,152,11.744
4,170,14.392
4,173,6.9799
4,175,6.8928
4,180,6.2409
4,184,10.123
4,185,11.515
4,191,10.975
5,91,7.9482
5,98,8.9321
5,107,13.416
5,111,4.1377
5,112,4.8261
5,124,7.7055
5,129,10.491
5,131,9.7593
5,134,6.138
5,180,14.517
6,22,14.421
6,116,4.9841
7,4,14.44
7,22,5.5347
7,24,14.503
7,92,8.1338
7,95,13.749
7,100,6.1586
7,116,10.798
7,125,8.9542
7,135,11.63
7,146,5.4619
7,152,11.377
7,184,4.8738
8,20,13.59
8,36,11.5
8,37,3.1288
8,41,3.2549
8,57,10.294
8,63,8.2042
8,73,9.2297
8,79,13.112
8,81,12.875
8,82,14.668
8,87,5.6864
8,102,8.6721
8,114,5.2944
8,126,6.7083
8,156,10.688
8,159,10.849
8,172,10.066
8,195,9.5379
9,2,10.824
9,16,10.267
9,18,10.186
9,93,10.685
9,108,12.246
9,130,4.4441
9,132,8.8821
9,144,14.68
9,157,8.5751
9,163,13.886
10,21,5.5391
10,23,10.61
10,25,13.258
10,31,8.6889
10,68,12.158
11,13,7.1942
11,24,11.998
11,27,8.5939
11,40,14.59
11,43,7.7841
11,54,10.434
11,59,9.4958
11,76,7.2347
11,105,2.6818
11,119,9.3365
11,135,14.31
11,150,13.353
11,154,11.788
11,158,6.3147
11,170,4.4703
11,180,12.682
11,191,6.4032
11,200,10.747
12,34,10.182
12,61,11.292
12,103,10.716
12,148,9.3582
12,155,13.993
12,166,8.0951
12,192,11.394
12,196,7.1028
13,11,7.1942
13,24,9.5084
13,27,9.0508
13,40,9.4619
13,43,12.692
13,54,6.6897
13,59,9.6117
13,76,14.424
13,105,4.915
13,135,12.38
13,150,7.7348
13,158,12.071
13,170,4.4794
13,191,12.848
14,1,10.497
14,35,12.442
14,60,10.448
14,65,5.1137
14,66,13.514
14,77,5.1604
14,88,10.393
14,101,10.043
14,109,10.891
14,138,2.5757
14,152,10.152
14,162,14.381
14,167,14.351
14,175,13.783
14,185,10.621
14,186,9.216
15,69,10.32
15,74,12.875
15,82,10.45
15,86,0.7527
15,94,11.298
15,99,9.5132
15,169,4.0359
15,199,10.182
16,9,10.267
16,17,14.802
16,18,0.29203
16,47,12.798
16,80,12.166
16,93,12.602
16,108,9.5843
16,130,13.487
16,136,12.68
16,144,11.881
16,179,9.0555
17,3,6.4732
17,16,14.802
17,47,2.1671
17,55,14.371
17,75,14.965
17,108,6.5665
17,123,5.6667
17,141,7.6515
17,164,10.498
17,176,8.4698
17,179,13.128
18,9,10.186
18,16,0.29203
18,47,13.081
18,80,11.897
18,93,12.326
18,108,9.8365
18,130,13.335
18,136,12.397
18,144,11.593
18,179,9.2465
19,62,2.6494
19,64,8.4237
19,72,13.791
19,85,10.323
19,127,9.4579
19,133,8.3785
19,148,10.556
19,155,5.4337
19,164,13.455
19,166,14.43
19,174,3.7915
19,188,2.5508
19,192,14.269
20,8,13.59
20,36,14.211
20,37,13.125
20,57,7.6491
20,63,10.632
20,73,8.5723
20,82,10.527
20,156,4.25
20,159,2.9077
20,195,13.154
20,199,8.219
21,10,5.5391
21,23,11.561
21,31,12.31
22,6,14.421
22,7,5.5347
22,45,14.076
22,92,9.8533
22,95,13.591
22,100,3.0366
22,116,9.7308
22,125,11.589
22,135,14.738
22,146,10.808
22,184,9.8276
23,10,10.61
23,21,11.561
23,25,11.569
23,31,5.7513
23,68,13.308
23,182,12.19
23,193,13.446
24,4,12.527
24,7,14.503
24,11,11.998
24,13,9.5084
24,27,4.5263
24,40,5.0648
24,43,10.994
24,54,2.9659
24,59,3.9308
24,92,7.6726
24,95,8.8032
24,105,11.739
24,119,14.24
24,125,5.8419
24,135,2.876
24,150,5.601
24,170,7.7946
24,184,10.483
24,191,13.53
25,10,13.258
25,23,11.569
25,31,6.3735
25,56,10.338
25,68,3.3827
25,115,13.749
25,182,7.6939
25,193,9.4593
26,38,11.833
26,44,2.8795
26,71,14.934
26,83,5.4028
26,104,8.3533
26,106,5.5446
26,117,3.3749
26,149,10.93
26,177,11.17
26,181,13.282
26,183,6.476
27,4,9.8173
27,11,8.5939
