1,2,10
1,12,10
1,13,14.142
2,1,10
2,3,10
2,12,14.142
2,13,10
2,14,14.142
3,2,10
3,4,10
3,13,14.142
3,14,10
3,15,14.142
4,3,10
4,5,10
4,14,14.142
4,15,10
4,16,14.142
5,4,10
5,6,10
5,15,14.142
5,16,10
5,17,14.142
6,5,10
6,7,10
6,16,14.142
6,17,10
6,18,14.142
7,6,10
7,8,10
7,17,14.142
7,18,10
7,19,14.142
8,7,10
8,9,10
8,18,14.142
8,19,10
8,20,14.142
9,8,10
9,10,10
9,19,14.142
9,20,10
9,21,14.142
10,9,10
10,11,10
10,20,14.142
10,21,10
10,22,14.142
11,10,10
11,21,14.142
11,22,10
12,1,10
12,2,14.142
12,13,10
12,23,10
12,24,14.142
13,1,14.142
13,2,10
13,3,14.142
13,12,10
13,14,10
13,23,14.142
13,24,10
13,25,14.142
14,2,14.142
14,3,10
14,4,14.142
14,13,10
14,15,10
14,24,14.142
14,25,10
14,26,14.142
15,3,14.142
15,4,10
15,5,14.142
15,14,10
15,16,10
15,25,14.142
15,26,10
15,27,14.142
16,4,14.142
16,5,10
16,6,14.142
16,15,10
16,17,10
16,26,14.142
16,27,10
16,28,14.142
17,5,14.142
17,6,10
17,7,14.142
17,16,10
17,18,10
17,27,14.142
17,28,10
17,29,14.142
18,6,14.142
18,7,10
18,8,14.142
18,17,10
18,19,10
18,28,14.142
18,29,10
18,30,14.142
19,7,14.142
19,8,10
19,9,14.142
19,18,10
19,20,10
19,29,14.142
19,30,10
19,31,14.142
20,8,14.142
20,9,10
20,10,14.142
20,19,10
20,21,10
20,30,14.142
20,31,10
20,32,14.142
21,9,14.142
21,10,10
21,11,14.142
21,20,10
21,22,10
21,31,14.142
21,32,10
21,33,14.142
22,10,14.142
22,11,10
22,21,10
22,32,14.142
22,33,10
23,12,10
23,13,14.142
23,24,10
23,34,10
23,35,14.142
24,12,14.142
24,13,10
24,14,14.142
24,23,10
24,25,10
24,34,14.142
24,35,10
24,36,14.142
25,13,14.142
25,14,10
25,15,14.142
25,24,10
25,26,10
25,35,14.142
25,36,10
25,37,14.142
26,14,14.142
26,15,10
26,16,14.142
26,25,10
26,27,10
26,36,14.142
26,37,10
26,38,14.142
27,15,14.142
27,16,10
27,17,14.142
27,26,10
27,28,10
27,37,14.142
27,38,10
27,39,14.142
28,16,14.142
28,17,10
28,18,14.142
28,27,10
28,29,10
28,38,14.142
28,39,10
28,40,14.142
29,17,14.142
29,18,10
29,19,14.142
29,28,10
29,30,10
29,39,14.142
29,40,10
29,41,14.142
30,18,14.142
30,19,10
30,20,14.142
30,29,10
30,31,10
30,40,14.142
30,41,10
30,42,14.142
31,19,14.142
31,20,10
31,21,14.142
31,30,10
31,32,10
31,41,14.142
31,42,10
31,43,14.142
32,20,14.142
32,21,10
32,22,14.142
32,31,10
32,33,10
32,42,14.142
32,43,10
32,44,14.142
33,21,14.142
33,22,10
33,32,10
33,43,14.142
33,44,10
34,23,10
34,24,14.142
34,35,10
34,45,10
34,46,14.142
35,23,14.142
35,24,10
35,25,14.142
35,34,10
35,36,10
35,45,14.142
35,46,10
35,47,14.142
36,24,14.142
36,25,10
36,26,14.142
36,35,10
36,37,10
36,46,14.142
36,47,10
36,48,14.142
37,25,14.142
37,26,10
37,27,14.142
37,36,10
37,38,10
37,47,14.142
37,48,10
37,49,14.142
38,26,14.142
38,27,10
38,28,14.142
38,37,10
38,39,10
38,48,14.142
38,49,10
38,50,14.142
39,27,14.142
39,28,10
39,29,14.142
39,38,10
39,40,10
39,49,14.142
39,50,10
39,51,14.142
40,28,14.142
40,29,10
40,30,14.142
40,39,10
40,41,10
40,50,14.142
40,51,10
40,52,14.142
41,29,14.142
41,30,10
41,31,14.142
41,40,10
41,42,10
41,51,14.142
41,52,10
41,53,14.142
42,30,14.142
42,31,10
42,32,14.142
42,41,10
42,43,10
42,52,14.142
42,53,10
42,54,14.142
43,31,14.142
43,32,10
43,33,14.142
43,42,10
43,44,10
43,53,14.142
43,54,10
43,55,14.142
44,32,14.142
44,33,10
44,43,10
44,54,14.142
44,55,10
45,34,10
45,35,14.142
45,46,10
45,56,10
45,57,14.142
46,34,14.142
46,35,10
46,36,14.142
46,45,10
46,47,10
46,56,14.142
46,57,10
46,58,14.142
47,35,14.142
47,36,10
47,37,14.142
47,46,10
47,48,10
47,57,14.142
47,58,10
47,59,14.142
48,36,14.142
48,37,10
48,38,14.142
48,47,10
48,49,10
48,58,14.142
48,59,10
48,60,14.142
49,37,14.142
49,38,10
49,39,14.142
49,48,10
49,50,10
49,59,14.142
49,60,10
49,61,14.142
50,38,14.142
50,39,10
50,40,14.142
50,49,10
50,51,10
50,60,14.142
50,61,10
50,62,14.142
51,39,14.142
51,40,10
51,41,14.142
51,50,10
51,52,10
51,61,14.142
51,62,10
51,63,14.142
52,40,14.142
52,41,10
52,42,14.142
52,51,10
52,53,10
52,62,14.142
52,63,10
52,64,14.142
53,41,14.142
53,42,10
53,43,14.142
53,52,10
53,54,10
53,63,14.142
53,64,10
53,65,14.142
54,42,14.142
54,43,10
54,44,14.142
54,53,10
54,55,10
54,64,14.142
54,65,10
54,66,14.142
55,43,14.142
55,44,10
55,54,10
55,65,14.142
55,66,10
56,45,10
56,46,14.142
56,57,10
56,67,10
56,68,14.142
57,45,14.142
57,46,10
57,47,14.142
57,56,10
57,58,10
57,67,14.142
57,68,10
57,69,14.142
58,46,14.142
58,47,10
58,48,14.142
58,57,10
58,59,10
58,68,14.142
58,69,10
58,70,14.142
59,47,14.142
59,48,10
59,49,14.142
59,58,10
59,60,10
59,69,14.142
59,70,10
59,71,14.142
60,48,14.142
60,49,10
60,50,14.142
60,59,10
60,61,10
60,70,14.142
60,71,10
60,72,14.142
61,49,14.142
61,50,10
61,51,14.142
61,60,10
61,62,10
61,71,14.142
61,72,10
61,73,14.142
62,50,14.142
62,51,10
62,52,14.142
62,61,10
62,63,10
62,72,14.142
62,73,10
62,74,14.142
63,51,14.142
63,52,10
63,53,14.142
63,62,10
63,64,10
63,73,14.142
63,74,10
63,75,14.142
64,52,14.142
64,53,10
64,54,14.142
64,63,10
64,65,10
64,74,14.142
64,75,10
64,76,14.142
65,53,14.142
65,54,10
65,55,14.142
65,64,10
65,66,10
65,75,14.142
65,76,10
65,77,14.142
66,54,14.142
66,55,10
66,65,10
66,76,14.142
66,77,10
67,56,10
67,57,14.142
67,68,10
67,78,10
67,79,14.142
68,56,14.142
68,57,10
68,58,14.142
68,67,10
68,69,10
68,78,14.142
68,79,10
68,80,14.142
69,57,14.142
69,58,10
69,59,14.142
69,68,10
69,70,10
69,79,14.142
69,80,10
69,81,14.142
70,58,14.142
70,59,10
70,60,14.142
70,69,10
70,71,10
70,80,14.142
70,81,10
70,82,14.142
71,59,14.142
71,60,10
71,61,14.142
71,70,10
71,72,10
71,81,14.142
71,82,10
71,83,14.142
72,60,14.142
72,61,10
72,62,14.142
72,71,10
72,73,10
72,82,14.142
72,83,10
72,84,14.142
73,61,14.142
73,62,10
73,63,14.142
73,72,10
73,74,10
73,83,14.142
73,84,10
73,85,14.142
74,62,14.142
74,63,10
74,64,14.142
74,73,10
74,75,10
74,84,14.142
74,85,10
74,86,14.142
75,63,14.142
75,64,10
75,65,14.142
75,74,10
75,76,10
75,85,14.142
75,86,10
75,87,14.142
76,64,14.142
76,65,10
76,66,14.142
76,75,10
76,77,10
76,86,14.142
76,87,10
76,88,14.142
77,65,14.142
77,66,10
77,76,10
77,87,14.142
77,88,10
78,67,10
78,68,14.142
78,79,10
78,89,10
