81.472,63.119
90.579,35.507
12.699,99.7
91.338,22.417
63.236,65.245
9.754,60.499
27.85,38.725
54.688,14.219
95.751,2.5135
96.489,42.111
15.761,18.41
97.059,72.578
95.717,37.036
48.538,84.156
80.028,73.423
14.189,57.103
42.176,17.686
91.574,95.738
79.221,26.532
95.949,92.458
65.574,22.377
3.5712,37.356
84.913,8.75
93.399,64.012
67.874,18.062
75.774,4.5051
74.313,72.317
39.223,34.744
65.548,66.062
17.119,38.387
70.605,62.735
3.1833,2.165
27.692,91.057
4.6171,80.056
9.7132,74.585
82.346,81.311
69.483,38.331
31.71,61.728
95.022,57.549
3.4446,53.005
43.874,27.507
38.156,24.863
76.552,45.164
79.52,22.771
18.687,80.445
48.976,98.61
44.559,2.9992
64.631,53.566
70.936,8.7077
75.469,80.209
27.603,98.914
67.97,6.6946
65.51,93.94
16.261,1.8178
11.9,68.384
49.836,78.374
95.974,53.414
34.039,88.536
58.527,89.9
22.381,62.594
75.127,13.787
25.51,21.78
50.596,18.214
69.908,4.182
89.09,10.694
95.929,61.644
54.722,93.966
13.862,35.446
14.929,41.063
25.751,98.435
84.072,94.558
25.428,67.664
81.428,98.83
24.352,76.683
92.926,33.67
34.998,66.238
19.66,24.417
25.108,29.551
61.604,68.018
47.329,52.785
35.166,41.159
83.083,60.264
58.526,75.052
54.972,58.353
91.719,55.179
28.584,58.357
75.72,51.182
75.373,8.2593
38.045,71.957
56.782,99.616
7.5854,35.453
5.395,97.126
53.08,34.645
77.917,88.654
93.401,45.469
12.991,41.343
56.882,21.773
46.939,12.565
1.1902,30.891
33.712,72.61
16.218,78.287
79.428,69.379
31.122,0.98023
52.853,84.321
16.565,92.233
60.198,77.095
26.297,4.266
65.408,37.819
68.921,70.434
74.815,72.951
45.054,22.428
8.3821,26.905
22.898,67.303
91.334,47.749
15.238,62.372
82.582,23.644
53.834,17.712
99.613,82.964
7.8176,76.692
44.268,93.448
10.665,10.789
96.19,18.223
0.46342,9.9095
77.491,48.976
81.73,19.325
86.869,89.589
8.4436,9.909
39.978,4.4166
25.987,55.73
80.007,77.25
43.141,31.194
91.065,17.898
18.185,33.896
26.38,21.015
14.554,51.015
13.607,90.636
86.929,62.892
57.97,10.153
54.986,39.085
14.495,5.4617
85.303,50.128
62.206,43.172
35.095,99.756
51.325,81.16
40.181,48.565
7.5967,89.445
23.992,13.755
12.332,39
18.391,92.736
23.995,91.749
41.727,71.357
4.9654,61.834
90.272,34.329
94.479,93.603
49.086,12.477
48.925,73.059
33.772,64.648
90.005,83.315
36.925,39.828
11.12,74.982
78.025,83.522
38.974,32.246
24.169,55.226
40.391,97.913
9.6455,54.931
13.197,33.042
94.205,61.947
95.613,36.064
57.521,75.651
5.978,41.39
23.478,49.235
35.316,69.474
82.119,97.273
1.5403,32.775
4.3024,83.78
16.899,73.907
64.912,95.417
73.172,3.1923
64.775,35.687
45.092,66.265
54.701,28.15
29.632,23.038
74.469,71.113
18.896,62.457
68.678,59.061
18.351,66.044
36.848,4.7555
62.562,34.878
78.023,45.134
8.1126,24.09
92.939,71.505
77.571,85.618
48.679,28.151
43.586,73.105
44.678,13.776
30.635,83.672
50.851,13.86
51.077,58.821
81.763,36.616
79.483,80.676
64.432,50.378
37.861,48.959
81.158,87.705
53.283,35.314
35.073,44.944
93.9,96.353
87.594,4.2298
55.016,97.296
62.248,18.921
58.704,66.712
20.774,58.644
30.125,67.511
47.092,36.102
23.049,62.028
84.431,81.115
19.476,1.9257
22.592,8.3874
17.071,97.48
22.766,65.135
43.57,23.124
31.11,40.349
92.338,12.202
43.021,26.844
18.482,25.785
90.488,33.167
97.975,15.223
43.887,34.801
11.112,12.166
25.806,88.415
40.872,9.4278
59.49,93.004
26.221,39.902
60.284,4.7401
71.122,34.237
22.175,73.597
11.742,79.468
29.668,54.491
31.878,68.622
42.417,89.363
50.786,5.4792
8.5516,30.366
26.248,4.6192
80.101,19.548
2.922,72.017
92.885,72.175
73.033,87.78
48.861,58.243
57.853,7.0684
23.728,92.274
45.885,80.037
96.309,28.595
54.681,54.366
52.114,98.478
23.159,71.568
48.89,83.897
62.406,43.326
67.914,47.062
39.552,56.071
36.744,26.909
98.798,74.902
3.7739,50.389
88.517,64.681
91.329,30.775
79.618,13.872
9.8712,47.557
26.187,36.246
33.536,78.811
67.973,78.03
13.655,66.851
72.123,13.35
10.676,2.1556
65.376,55.984
49.417,30.082
77.905,93.941
71.504,98.09
90.372,28.662
89.092,80.082
33.416,89.611
69.875,59.753
19.781,88.402
3.0541,94.373
74.407,54.916
50.002,72.839
47.992,57.676
90.472,2.5857
60.987,44.653
61.767,64.63
85.944,52.12
80.549,37.231
57.672,93.713
18.292,82.953
23.993,84.909
88.651,37.253
2.8674,59.318
48.99,87.255
16.793,93.35
97.868,66.846
71.269,20.678
50.047,65.385
47.109,7.2052
5.9619,40.673
68.197,66.693
4.2431,93.373
7.1445,81.095
52.165,48.455
9.673,75.675
81.815,41.705
81.755,97.179
72.244,98.797
14.987,86.415
65.961,38.888
51.859,45.474
97.297,24.669
64.899,78.442
80.033,88.284
45.38,91.371
43.239,55.828
82.531,59.887
8.347,14.888
13.317,89.971
17.339,45.039
39.094,20.567
83.138,89.965
80.336,76.259
6.0471,88.249
39.926,28.495
52.688,67.323
41.68,66.428
65.686,12.281
62.797,40.732
29.198,27.529
43.165,71.667
1.5487,28.338
98.406,89.62
16.717,82.658
10.622,39.003
37.241,49.79
19.812,69.481
48.969,83.437
