1,393,3.5945
1,82,6.5559
1,318,6.8023
1,620,7.1634
1,446,10.523
1,137,10.923
1,601,10.923
1,702,12.182
1,785,12.32
1,102,13.17
2,153,1.2181
2,225,2.3426
2,293,2.6011
2,75,2.9808
2,342,3.2469
2,1000,5.7852
2,937,4.3181
2,392,6.6938
2,263,4.7918
2,168,5.0649
3,674,1.732
3,218,4.9035
3,894,5.2809
3,911,5.3717
3,742,5.5563
3,467,6.5531
3,296,7.5555
3,92,7.7441
3,105,8.4087
3,834,8.6117
4,976,1.8164
4,572,3.9889
4,132,4.5271
4,563,5.1661
4,895,5.9098
4,800,6.2134
4,276,6.3191
4,313,6.371
4,122,6.4138
4,607,6.5039
5,287,4.505
5,698,4.1205
5,29,4.9037
5,79,6.4342
5,642,10.721
5,482,9.3572
5,210,13.472
5,668,9.5696
5,377,13.536
5,302,10.337
6,402,0.84911
6,871,2.8814
6,592,2.9914
6,661,4.312
6,409,3.2444
6,880,5.2105
6,762,4.6799
6,705,4.7844
6,152,4.9711
6,358,7.4615
7,232,4.0194
7,499,4.4502
7,770,4.4888
7,266,5.9693
7,738,6.8392
7,843,7.1229
7,221,7.2855
7,547,7.8581
7,885,8.6078
7,426,8.6211
8,782,5.6615
8,501,7.0841
8,117,7.193
8,533,7.6524
8,197,7.708
8,431,8.7417
8,688,9.3112
8,641,7.2071
8,138,7.3892
8,581,11.358
9,974,3.5134
9,451,4.188
9,368,4.2786
9,285,5.279
9,753,6.1233
9,582,7.7039
9,207,8.335
9,470,8.5582
9,222,10.272
9,65,10.549
10,997,1.5508
10,845,1.5551
10,936,1.6748
10,350,2.468
10,507,2.5338
10,432,3.7743
10,434,3.8938
10,359,4.2528
10,937,4.5493
10,95,4.5621
11,802,2.7788
11,870,2.7936
11,599,3.7606
11,461,4.4832
11,652,4.8692
11,636,4.8833
11,931,5.1839
11,518,5.2063
11,376,5.2743
11,519,6.3465
12,908,1.7701
12,260,2.9028
12,693,3.5004
12,679,3.9391
12,245,4.1932
12,191,4.2581
12,957,4.8348
12,603,5.1612
12,612,5.7683
12,297,5.7879
13,168,0.97808
13,528,1.6567
13,432,2.3798
13,937,2.6647
13,580,3.4197
13,936,3.6011
13,75,4.3724
13,997,4.451
13,359,4.904
13,10,5.1334
14,255,0.87443
14,339,1.677
14,453,4.9511
14,995,5.578
14,295,6.2642
14,924,7.0806
14,491,7.3531
14,144,8.1839
14,613,8.5063
14,104,8.6378
15,993,3.2324
15,842,3.4781
15,687,4.6504
15,324,4.0338
15,130,5.4116
15,102,8.1768
15,914,8.5906
15,981,10.08
15,110,10.468
15,27,11.642
16,358,3.3187
16,790,6.3251
16,975,7.4204
16,880,7.4376
16,400,8.6233
16,357,8.7468
16,899,9.3355
16,691,9.4131
16,969,9.9349
16,165,7.1214
17,397,2.8724
17,521,3.4586
17,930,4.6598
17,745,5.5037
17,322,8.4392
17,450,8.5263
17,195,9.2829
17,522,9.3121
17,111,11.094
17,220,11.228
18,206,2.4064
18,629,2.5436
18,633,2.7528
18,972,2.9007
18,363,3.4481
18,154,3.6057
18,535,5.4663
18,20,5.4687
18,608,7.4021
18,71,7.5941
19,571,1.9317
19,44,5.3356
19,588,8.0066
19,949,8.4154
19,116,6.2666
19,857,9.1003
19,977,6.52
19,526,9.7103
19,546,10.545
19,243,9.9558
20,154,1.8635
20,633,3.227
20,972,3.6151
20,608,3.6526
20,334,3.754
20,206,4.4011
20,18,5.4687
20,629,7.8342
20,363,8.1971
20,484,8.6083
21,443,2.6802
21,436,4.1933
21,878,5.0853
21,801,7.5771
21,830,8.8019
21,405,9.1377
21,209,9.5942
21,25,9.7795
21,489,10.173
21,604,10.516
22,960,1.1036
22,860,2.6041
22,797,3.7442
22,301,4.0882
22,556,4.4053
22,91,4.4425
22,983,4.5456
22,170,4.6972
22,174,5.0109
22,423,5.6584
23,700,0.70201
23,503,2.0823
23,664,2.4961
23,994,3.8165
23,639,4.3823
23,65,4.6076
23,207,5.2557
23,615,5.6723
23,889,5.7026
23,719,6.7639
24,167,2.2162
24,66,3.4647
24,348,3.5746
24,957,4.4889
24,262,4.9282
24,297,5.292
24,603,5.4464
24,618,5.7119
24,612,6.4126
24,671,6.5562
25,477,2.1259
25,801,3.6592
25,574,5.4984
25,405,5.5019
25,830,7.364
25,443,7.7869
25,713,7.8038
25,298,8.5734
25,415,6.5603
25,436,9.6283
26,848,0.45949
26,928,1.7494
26,178,2.9142
26,88,3.7755
26,387,3.7829
26,539,4.1148
26,833,4.314
26,615,4.5197
26,941,4.9603
26,64,5.8752
27,621,1.1692
27,110,1.6172
27,344,2.1519
27,183,2.4291
27,914,4.8755
27,981,5.365
27,777,7.2099
27,842,8.296
27,943,9.2854
27,993,10.249
28,564,4.3818
28,162,7.0996
28,566,7.33
28,988,11.325
28,873,14.609
28,227,18.659
28,372,13.694
28,131,14.955
28,159,22.319
28,496,23.608
29,698,4.5096
29,482,4.8008
29,5,4.9037
29,302,5.4472
29,287,11.435
29,668,8.3722
29,79,8.8037
29,510,9.7117
29,642,14.887
29,109,11.045
30,360,2.8525
30,365,5.0328
30,69,6.9149
30,823,7.0853
30,882,7.5015
30,727,7.556
30,597,8.2054
30,68,8.7759
30,133,9.2321
30,869,9.353
31,279,6.1401
31,811,7.2099
31,734,7.568
31,482,7.8656
31,628,8.0248
31,447,8.2801
31,185,8.2971
31,302,9.2662
31,698,11.813
31,29,12.106
32,643,1.0672
32,723,2.7314
32,448,4.2535
32,678,4.3903
32,625,6.2961
32,440,6.7012
32,271,7.4929
32,841,8.1495
32,123,8.2083
32,127,9.3616
33,559,0.91037
33,755,2.0427
33,345,2.7304
33,229,3.2457
33,898,3.6523
33,150,3.7613
33,249,4.1467
33,888,5.2456
33,854,5.4119
33,970,5.758
34,744,2.0842
34,999,2.366
34,304,2.7327
34,545,2.8245
34,682,3.4099
34,653,3.6667
34,672,3.7285
34,175,3.7377
34,816,4.2251
34,119,4.643
35,306,1.0909
35,160,1.4622
35,593,1.4687
35,824,1.5105
35,749,1.7395
35,963,2.4888
35,119,2.8345
35,865,4.8334
35,758,5.0888
35,999,5.1376
36,992,1.8745
36,215,2.0943
36,920,2.3734
36,497,2.741
36,200,2.9323
36,130,4.6871
36,161,4.8533
36,915,5.0945
36,324,5.4376
36,577,5.489
37,729,5.4389
37,514,5.6542
37,356,5.8614
37,774,8.4516
37,311,10.087
37,492,11.427
37,355,8.145
37,108,11.616
37,234,8.8182
37,935,12.756
38,991,1.1067
38,918,4.5931
38,340,6.6933
38,754,8.5597
38,835,6.8669
38,157,7.149
38,923,7.7768
38,922,11.099
38,866,11.19
38,86,9.1945
39,341,0.15993
39,671,0.23561
39,416,2.2807
39,85,4.0653
39,66,4.1941
39,57,4.2439
39,167,4.4729
39,24,6.6628
39,765,7.3187
39,386,8.9756
40,460,1.3121
40,361,1.48
40,261,2.637
40,772,5.6021
40,705,5.8067
40,762,6.2465
40,294,6.3396
40,165,6.493
40,592,7.2091
40,343,7.5851
41,223,2.1619
41,131,7.5184
41,690,8.0977
41,326,8.1408
41,220,8.7875
41,193,9.6953
41,111,10.429
41,873,15.595
41,273,17.287
41,566,12.579
42,259,4.9725
42,690,5.4473
42,326,8.0808
42,322,8.7937
42,223,10.506
42,372,10.672
42,573,10.854
42,220,11.373
42,965,11.484
42,41,12.601
43,189,2.9427
43,867,3.9409
43,587,4.202
43,124,7.853
43,795,8.227
43,809,9.4247
43,764,9.5542
43,855,9.8642
43,589,11.135
43,468,11.993
44,977,0.84466
44,526,3.4111
44,857,3.7172
44,116,3.1838
44,243,3.2756
44,19,5.3356
44,546,5.6947
44,125,4.0946
44,631,4.3441
44,571,6.6951
45,291,2.5392
45,335,2.963
45,947,3.2014
45,101,3.279
45,473,4.1601
45,464,5.0919
45,902,5.2657
45,853,5.2766
45,913,5.5618
45,666,5.8268
46,614,1.7837
46,253,3.14
46,964,3.573
46,876,4.1761
46,766,4.4754
46,660,5.3052
46,428,5.54
46,575,5.9115
46,208,6.1806
46,919,6.7657
47,925,2.3453
47,704,3.104
47,463,3.7738
47,792,4.182
47,128,4.7946
47,300,4.9187
47,967,5.1393
47,783,5.3552
47,759,6.0544
47,849,6.2464
48,272,10.119
48,985,12.036
48,201,12.778
48,383,14.211
48,644,19.645
48,433,22.363
48,850,23.636
48,955,17.053
48,543,24.992
48,486,18.541
49,531,2.2848
49,387,2.6333
49,52,3.5848
49,847,4.0586
49,88,4.459
49,64,4.6412
49,896,4.6778
49,595,4.7429
49,270,4.7918
49,941,5.053
50,577,3.0888
50,984,4.6356
50,943,6.8611
50,200,5.7156
50,161,5.918
50,777,10.374
50,981,10.731
50,130,7.6622
50,352,11.009
50,192,8.2072
51,70,1.9128
51,381,2.5415
51,854,2.7365
51,888,4.135
51,143,7.5398
51,249,7.6876
51,33,7.858
51,150,8.0219
51,755,8.1785
51,703,8.2746
52,531,1.6624
52,847,2.3258
52,64,3.1728
52,49,3.5848
52,387,5.0711
52,624,5.0936
52,438,5.1905
52,595,5.6283
52,910,5.9031
52,329,6.0358
53,481,0.78936
53,177,1.5941
53,525,2.7202
53,808,2.9555
53,654,3.7409
53,553,4.0678
53,781,4.4723
53,987,4.8356
53,626,4.9785
53,900,5.1151
54,373,2.9048
54,216,3.2171
54,892,3.3345
54,879,3.6522
54,560,3.7567
54,140,4.0492
54,841,5.1222
54,271,5.5952
54,517,5.855
54,649,5.8573
55,269,2.3304
55,475,3.5669
55,798,3.7626
55,584,5.5269
55,594,5.9436
55,542,7.0135
55,651,7.0447
55,749,5.1808
55,871,5.7103
55,824,6.0484
56,144,6.3185
56,954,6.4385
56,658,7.4254
56,995,7.8671
56,429,8.1885
56,591,8.3172
56,250,8.5748
56,751,9.8541
56,339,10.274
56,156,10.785
57,416,2.9304
57,341,4.1402
57,39,4.2439
57,671,4.3548
57,85,4.6068
57,386,4.8138
57,765,5.6988
57,527,5.8068
57,114,7.3228
57,434,7.4786
58,388,0.42252
58,278,1.2423
58,926,1.9221
58,817,2.9152
58,557,4.7619
58,696,5.0609
58,898,3.6156
58,465,5.1842
58,755,4.9687
58,196,8.3952
59,921,1.2736
59,395,2.2166
59,787,2.2705
59,667,2.3603
59,466,2.8404
59,231,3.2495
59,900,3.7242
59,290,3.9076
59,891,7.2734
59,810,7.7156
60,214,1.7504
60,585,4.7918
60,219,5.1404
60,184,6.9767
60,211,8.5284
60,113,9.4752
60,969,9.8577
60,623,9.9857
60,186,10.61
60,441,10.616
61,270,3.0355
61,493,3.1614
61,718,3.433
61,415,3.7814
61,941,4.3985
61,896,4.4739
61,264,4.4925
61,794,4.7918
61,940,5.1787
61,565,5.2943
62,544,1.4114
62,134,2.319
62,743,4.763
62,665,8.0853
62,182,8.6206
62,670,10.117
62,933,10.152
62,939,7.4907
62,469,11
62,886,12.412
63,581,2.153
63,533,4.228
63,117,6.5543
63,856,8.4705
63,197,8.7228
63,8,11.439
63,155,11.864
63,958,12.447
63,659,12.478
63,745,13.134
64,847,0.85652
64,531,2.6686
64,52,3.1728
64,178,3.4113
64,438,3.7798
64,387,4.2724
64,928,4.3807
64,49,4.6412
64,539,5.4475
64,26,5.8752
65,889,1.7203
65,664,2.374
65,470,2.7234
65,503,2.906
65,222,3.5806
65,994,4.2881
65,23,4.6076
65,639,5.2007
65,700,5.2013
65,207,6.6352
66,167,1.7505
66,24,3.4647
66,39,4.1941
66,671,4.1957
66,341,4.2404
66,416,5.5187
66,297,5.5517
66,348,6.0637
66,612,6.2962
66,957,6.4388
67,478,0.12666
67,919,1.8194
67,428,2.0827
67,290,2.9614
67,208,3.3427
67,667,3.3663
67,735,3.8102
67,876,4.4309
67,964,4.6429
67,231,4.8641
68,488,3.2615
68,166,3.5264
68,752,5.2343
68,148,7.7408
68,869,8.1642
68,30,8.7759
68,710,8.8012
68,739,6.4407
68,133,9.1836
68,336,6.8052
69,882,1.5856
69,96,3.9177
69,360,5.0304
69,869,5.9435
69,148,6.6334
69,30,6.9149
69,710,7.1164
69,365,8.4941
69,673,6.238
69,321,9.299
70,381,1.374
70,51,1.9128
70,854,2.2477
70,888,2.8886
70,249,6.484
70,467,6.5815
70,150,6.9122
